Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr1	40324589	40367555	protein_coding	Il1rl2	+	5258	15	0.01	0.03286823892117506
chr1	40404864	40465418	protein_coding	Il1rl1	+	7467	102844	68.79	158.6859829316356
chr1	40465552	40500854	protein_coding	Il18r1	+	5096	366	0.36	0.82747984419936
chr1	40515362	40551707	protein_coding	Il18rap	+	4999	12300	12.29	28.34834650989829
chr1	40572183	40580519	lncRNA	Gm35801	-	341	0	0.00	0.0
chr1	40579986	40630731	protein_coding	Slc9a4	+	4063	23	0.03	0.06522089762397874
chr1	40681712	40768885	protein_coding	Slc9a2	+	3493	6	0.01	0.019790575464934262
chr1	40771314	40785367	lncRNA	Gm37915	+	1795	22	0.06	0.14120952295063496
chr1	40772040	40790657	protein_coding	Mfsd9	-	3152	1004	1.59	3.6698918157472207
chr1	40805573	40856887	protein_coding	Tmem182	+	2744	15	0.03	0.06298148697067728
chr1	41167560	41181252	lncRNA	4930448I06Rik	-	573	3	0.03	0.06032153586301517
chr1	41495668	41533313	lncRNA	Gm39631	-	959	0	0.00	0.0
chr1	41570307	41573501	lncRNA	Gm35935	-	713	1	0.01	0.016159065006782464
chr1	41743022	41939598	lncRNA	Gm29260	+	9422	70	0.04	0.08559742459016267
chr1	42257852	42310010	lncRNA	Gm28175	+	22987	26	0.01	0.013031572066634764
chr1	42331816	42350940	lncRNA	Gm46088	-	234	0	0.00	0.0
chr1	42399266	42427644	lncRNA	Gm36678	-	638	4	0.03	0.07223456645665138
chr1	42560407	42573312	lncRNA	Gm46089	-	991	0	0.00	0.0
chr1	42573783	42582017	lncRNA	Gm36822	-	872	0	0.00	0.0
chr1	42598931	42641594	lncRNA	Gm30248	-	16169	15	0.00	0.010688428489550279
chr1	42648200	42694825	lncRNA	Pantr1	-	546	0	0.00	0.0
chr1	42681525	42774147	lncRNA	Gm46091	+	8493	4	0.00	0.005426310302524854
chr1	42695768	42700210	protein_coding	Pou3f3	+	4443	62	0.07	0.16077596841994726
chr1	42700336	42703176	lncRNA	2900092D14Rik	+	2841	2	0.00	0.008110815452190001
chr1	42707061	42713454	lncRNA	Pantr2	-	463	1	0.01	0.024884262094677968
chr1	42750712	42752886	lncRNA	Dalir	+	2175	3	0.01	0.015891604620463306
chr1	42851233	42905683	protein_coding	Mrps9	+	2560	5708	11.14	25.689151328462227
chr1	42866685	42866818	snoRNA	LOC115485781	-	134	3	0.11	0.2579420899216992
chr1	42936623	42952718	lncRNA	Gm39633	-	975	1	0.01	0.011816834204959895
chr1	42952872	43035451	protein_coding	Gpr45	+	6670	6	0.00	0.010364089969867374
chr1	43047200	43098712	protein_coding	Tgfbrap1	-	5964	4893	4.10	9.45242714968931
chr1	43054661	43057134	lncRNA	Gm28782	+	2020	30	0.07	0.17111009925498855
chr1	43092280	43093842	lncRNA	8430432A02Rik	+	1486	65	0.22	0.5039649177249887
chr1	43098710	43115946	protein_coding	AI597479	+	3457	5799	8.38	19.326779292941385
chr1	43123071	43198343	protein_coding	Fhl2	-	1746	7118	20.36	46.969885580831566
chr1	43248158	43261118	lncRNA	Gm29040	-	3057	17	0.03	0.0640706663222801
chr1	43296585	43309641	lncRNA	LOC115487086	-	370	1	0.01	0.031138954999556483
chr1	43445483	43570518	protein_coding	Nck2	+	2953	5723	9.68	22.328834609248506
chr1	43680426	43695980	lncRNA	Gm38628	+	1505	1	0.00	0.007655424152714882
chr1	43714283	43718238	lncRNA	Gm30634	+	1498	2	0.01	0.015382394325548594
chr1	43730602	43742564	protein_coding	Ecrg4	+	888	11	0.06	0.14272021041463387
chr1	43746961	43827839	protein_coding	Uxs1	-	4877	10553	10.81	24.93038242378885
chr1	43933970	44003000	protein_coding	Tpp2	+	4726	21207	22.41	51.70008736986244
chr1	44009399	44042620	protein_coding	Mettl21c	-	1645	24	0.07	0.16809356862982464
chr1	44055869	44082447	protein_coding	Ccdc168	-	22716	150	0.03	0.07607906332432579
chr1	44086613	44102491	protein_coding	Tex30	-	1426	3738	13.09	30.20129249767643
chr1	44106546	44118880	protein_coding	Poglut2	-	2478	8155	16.44	37.916515685194405
chr1	44118957	44144771	protein_coding	Bivm	+	4582	5626	6.13	14.146545505494712
chr1	44146948	44181260	protein_coding	Ercc5	+	4882	3639	3.72	8.58796050390267
chr1	44204070	44218931	protein_coding	Mettl21e	-	3181	2	0.00	0.007243893964059035
chr1	44392713	44394451	lncRNA	Gm28893	+	1208	52	0.21	0.49595487929757165
chr1	44522564	44551457	lncRNA	Gm39635	-	545	3	0.03	0.06342062394405082
chr1	44551380	44796838	protein_coding	Gulp1	+	3372	1527	2.26	5.21743718422284
chr1	44739675	44744949	lncRNA	4930521E06Rik	-	906	3	0.02	0.038150375330582444
chr1	45311538	45349706	protein_coding	Col3a1	+	5564	1212	1.09	2.5096967972683517
chr1	45374331	45503282	protein_coding	Col5a2	-	6615	22457	16.95	39.11358724070518
chr1	45684793	45734129	lncRNA	Gm39637	-	6066	14	0.01	0.026590799026986904
chr1	45685456	45685562	snRNA	LOC115487596	-	107	0	0.00	0.0
chr1	45746506	45765106	lncRNA	LOC115487087	-	1132	2	0.01	0.020355853974975083
chr1	45746895	45747025	snoRNA	LOC115487651	+	131	0	0.00	0.0
chr1	45795153	45823638	protein_coding	Wdr75	+	3116	11960	19.17	44.22211285752161
chr1	45826151	45829897	lncRNA	Gm30900	-	667	1	0.01	0.01727348328311229
chr1	45908070	45926532	protein_coding	Slc40a1	-	3489	4	0.01	0.013208843049396271
chr1	46020415	46030437	transcribed_pseudogene	Stk-ps2	-	3483	0	0.00	0.0
chr1	46066071	46373551	protein_coding	Dnah7b	+	16320	78	0.02	0.0550655785102451
chr1	46221987	46232699	lncRNA	Gm31046	-	1005	1	0.00	0.011464092885408853
chr1	46374197	46374315	rRNA	LOC115487577	+	119	60	2.52	5.809115974707175
chr1	46425428	46807477	protein_coding	Dnah7c	+	13019	20	0.01	0.017699382978471304
chr1	46807544	46925776	protein_coding	Slc39a10	-	9587	33007	17.19	39.6669751160982
chr1	47251863	47288077	lncRNA	Gm39638	+	440	0	0.00	0.0
chr1	47433524	47461160	lncRNA	Gm39639	+	624	1	0.01	0.018463803445249834
chr1	47467021	47467125	miRNA	Mir6350	-	105	0	0.00	0.0
chr1	49244616	49340431	lncRNA	C230029F24Rik	+	542	2	0.02	0.04251444040529851
chr1	50297902	50322048	lncRNA	Gm39640	-	114	0	0.00	0.0
chr1	50812475	50817701	lncRNA	Gm28321	+	2458	91	0.18	0.42654540880189856
chr1	50900683	51187270	protein_coding	Tmeff2	+	5878	680	0.58	1.3328617008996955
chr1	51218386	51333779	lncRNA	9330175M20Rik	-	2552	3	0.01	0.013543981210622136
chr1	51289126	51302960	protein_coding	Cavin2	+	3055	10780	17.62	40.65493810514925
chr1	51464968	51478475	protein_coding	Nabp1	-	7434	10077	6.77	15.617605908837282
chr1	51509505	51596718	lncRNA	Gm17767	-	1470	9	0.03	0.07053926540715855
chr1	51622474	51645946	lncRNA	Gm31636	+	292	0	0.00	0.0
chr1	51749758	51916063	protein_coding	Myo1b	-	6313	8474	6.70	15.465302823777822
chr1	51916162	51919988	lncRNA	Gm33795	+	3517	4	0.01	0.013103683081985664
chr1	51987106	52107189	protein_coding	Stat4	+	3208	10	0.02	0.03591463014287998
chr1	52107175	52113890	lncRNA	Gm31812	-	1453	82	0.28	0.6502105262811724
chr1	52119438	52161865	protein_coding	Stat1	+	5456	5799	5.31	12.245725076191052
chr1	52163449	52235009	protein_coding	Gls	-	16010	31175	9.72	22.434732116248224
chr1	52249320	52258151	lncRNA	Gm31867	-	549	8	0.07	0.16788944772074166
chr1	52305615	52368005	lncRNA	Gm31955	+	1071	13	0.06	0.13984908827998754
chr1	52444436	52444544	snRNA	LOC115487589	-	109	0	0.00	0.0
chr1	52455849	52500712	protein_coding	Nab1	-	5356	15346	14.31	33.011129437375224
chr1	52504495	52520703	lncRNA	Gm553	+	1305	11	0.04	0.09711536156949799
chr1	52568535	52651919	protein_coding	Nemp2	+	3660	1358	1.85	4.2748850625893855
chr1	52570014	52580292	lncRNA	Gm28178	-	2944	7	0.01	0.0273946648943109
chr1	52656286	52727358	protein_coding	Mfsd6	-	5987	117	0.10	0.22515539701533324
chr1	52785425	52817688	protein_coding	Inpp1	-	6001	2737	2.28	5.254808921596542
chr1	52845038	52920986	protein_coding	Hibch	+	1838	2774	7.54	17.388683695562992
chr1	52922324	52992657	protein_coding	1700019D03Rik	-	4304	14	0.02	0.03747671628664093
chr1	53061640	53068079	protein_coding	Mstn	+	2705	2	0.00	0.008518605064573677
chr1	53158573	53187764	protein_coding	1700019A02Rik	-	1070	2	0.01	0.021535352055768033
chr1	53189187	53297031	protein_coding	Pms1	-	4124	1505	1.82	4.2045894984245935
chr1	53297095	53310245	protein_coding	Ormdl1	+	1846	2780	7.52	17.350774167141818
chr1	53313356	53326343	protein_coding	Osgepl1	+	2216	2339	5.27	12.160914181076787
chr1	53344617	53352752	protein_coding	Asnsd1	-	2442	9781	20.00	46.146987704645746
chr1	53348329	53352752	protein_coding	Asdurf	-	583	0	0.00	0.0
chr1	53396995	53707301	protein_coding	Dnah7a	-	12916	4	0.00	0.0035681057137924733
chr1	53700326	53760945	lncRNA	Gm32311	+	3114	28	0.04	0.10359652337681602
chr1	53755512	53785237	protein_coding	Stk17b	-	3300	6149	9.31	21.468233541860887
chr1	53806872	54195034	protein_coding	Hecw2	-	14361	77	0.03	0.06177486442012144
chr1	53849424	53849495	miRNA	Mir7681	+	72	0	0.00	0.0
chr1	54242556	54250613	lncRNA	LOC115487088	-	691	3	0.02	0.050020607886407664
chr1	54249102	54249208	snRNA	LOC115487701	-	107	0	0.00	0.0
chr1	54250661	54368727	protein_coding	Ccdc150	+	4990	205	0.21	0.4733245965363445
chr1	54395877	54439026	protein_coding	Gtf3c3	-	4764	7870	8.25	19.03306529454419
chr1	54442697	54447094	protein_coding	C1H2orf66	-	1324	2	0.01	0.01740394765836238
chr1	54448330	54456948	lncRNA	Gm34066	-	1075	0	0.00	0.0
chr1	54473000	54557684	protein_coding	Pgap1	-	10579	2327	1.10	2.5342970852696975
chr1	54519093	54539962	lncRNA	LOC115487089	+	1133	1	0.00	0.01016894382156743
chr1	54645340	54928983	protein_coding	Ankrd44	-	11341	712	0.31	0.7233265413176228
chr1	54681551	54766354	lncRNA	4930444A19Rik	+	1544	1	0.00	0.007462055278391125
chr1	54985169	55027501	protein_coding	Sf3b1	-	7722	64412	41.66	96.10428343559049
chr1	55052770	55072702	protein_coding	Coq10b	+	1733	2038	5.87	13.549128913425019
chr1	55077833	55088243	protein_coding	Hspd1	-	2588	140094	270.35	623.6788569675077
chr1	55088148	55091317	protein_coding	Hspe1	+	768	30990	201.53	464.9070308742376
chr1	55131245	55154899	protein_coding	Mob4	+	2826	7311	12.92	29.80645895281325
chr1	55170159	55227063	protein_coding	Rftn2	-	4294	60	0.07	0.16098854238242985
chr1	55201979	55211156	lncRNA	LOC115487356	+	1234	0	0.00	0.0
chr1	55226323	55235624	lncRNA	Gm10561	+	1833	7	0.02	0.04399885076314854
chr1	55237177	55240058	protein_coding	Mars2	+	2882	2577	4.47	10.302110410314748
chr1	55243566	55363789	protein_coding	Boll	-	9142	564	0.31	0.7107938229389025
chr1	55405946	55754285	protein_coding	Plcl1	+	6555	12	0.01	0.021091832219379218
chr1	55443695	55445063	transcribed_pseudogene	Gm6644	-	1369	2862	10.44	24.08640248884612
chr1	55502042	55512761	lncRNA	Gm39642	-	10568	9	0.00	0.009811953079913236
chr1	55888682	55917219	lncRNA	Gm32949	+	2618	4	0.01	0.017603381741536896
chr1	55931241	55972098	lncRNA	9130227L01Rik	+	1906	1	0.00	0.006044812880291657
chr1	56018978	56020203	lncRNA	1700003I22Rik	+	482	1	0.01	0.023903347198829663
chr1	56636044	56637451	protein_coding	Hsfy2	-	1408	0	0.00	0.0
chr1	56793981	56981190	protein_coding	Satb2	-	8135	1245	0.76	1.7632648580879768
chr1	56885397	56894214	lncRNA	LOC115487090	+	207	2	0.05	0.11131800338005697
chr1	56971469	56975196	lncRNA	9130024F11Rik	+	3728	256	0.34	0.791170015439375
chr1	57002504	57042519	lncRNA	Gm38484	+	2520	2	0.00	0.009143978849076109
chr1	57127273	57129400	lncRNA	LOC115487091	+	2049	9	0.02	0.050606500804550064
chr1	57200645	57214996	lncRNA	BC055402	-	3304	6	0.01	0.020922663468224995
chr1	57359222	57377544	lncRNA	4930558J18Rik	-	2052	559	1.36	3.138630634774984
chr1	57377596	57385428	protein_coding	1700066M21Rik	+	3366	2718	4.03	9.303387250402249
chr1	57388235	57406674	protein_coding	Tyw5	-	1884	1298	3.44	7.937789027647025
chr1	57406266	57417953	protein_coding	Maip1	+	3602	3101	4.30	9.918906939989204
chr1	57422244	57422373	snoRNA	LOC115485777	-	130	1	0.04	0.08862625653719922
chr1	57582931	57583072	snoRNA	LOC115487664	-	142	0	0.00	0.0
chr1	57774102	57948398	protein_coding	Spats2l	+	5001	13	0.01	0.02994968477261881
chr1	57865739	57865840	snoRNA	LOC115487684	+	102	0	0.00	0.0
chr1	57955101	57970141	protein_coding	Kctd18	-	4629	1683	1.82	4.188926046181424
chr1	57985340	58026277	protein_coding	Sgo2a	+	5416	7146	6.59	15.20162847081376
chr1	58029809	58106410	protein_coding	Aox1	+	5680	1026	0.90	2.081156707206273
chr1	58113135	58202221	protein_coding	Aox3	+	7272	20	0.01	0.03168705541759048
chr1	58116806	58140329	lncRNA	Gm39643	-	779	0	0.00	0.0
chr1	58210397	58268600	protein_coding	Aox4	+	5006	17	0.02	0.03912585436420501
chr1	58278326	58379264	protein_coding	Aox2	+	4928	20	0.02	0.04675898275095737
chr1	58289415	58315655	lncRNA	Gm15759	-	649	4	0.03	0.07101025177094544
chr1	58366418	58392543	lncRNA	Gm39644	-	584	138	1.18	2.7225257573242363
chr1	58392898	58407354	protein_coding	Bzw1	+	3963	60171	75.83	174.93186037672868
chr1	58411988	58424088	protein_coding	Clk1	-	3088	8719	14.10	32.53082998614611
chr1	58430993	58445591	protein_coding	Ppil3	-	3070	2676	4.35	10.04276942155077
chr1	58445151	58462276	protein_coding	Nif3l1	+	2644	4362	8.24	19.007717485621853
chr1	58462771	58505113	protein_coding	Orc2	-	3565	9353	13.10	30.22714700168728
chr1	58466515	58466621	snRNA	LOC115487580	-	107	12	0.56	1.2921211233460819
chr1	58505115	58543920	lncRNA	Gm15834	+	21441	957	0.22	0.5142480563309991
chr1	58522806	58586333	protein_coding	Fam126b	-	9060	1881	1.04	2.3920285332275193
chr1	58586397	58595964	protein_coding	Ndufb3	+	750	4569	30.43	70.18845012720028
chr1	58652641	58655831	transcribed_pseudogene	Gm20257	+	936	168	0.90	2.067945985867982
chr1	58656926	58696008	protein_coding	Flacc1	-	4222	73	0.09	0.19920965763572254
chr1	58711311	58758884	protein_coding	Cflar	+	9123	8986	4.92	11.348396400485079
chr1	58767583	58791874	lncRNA	Gm39646	-	796	6	0.04	0.08684482424499419
chr1	58795233	58847503	protein_coding	Casp8	+	3034	7282	11.99	27.652911013020766
chr1	58849791	58896698	protein_coding	Gm28802	-	2385	97	0.20	0.4685857840394474
chr1	58900449	58974345	protein_coding	Trak2	-	6478	15567	12.00	27.68660722706011
chr1	58973522	58995122	protein_coding	Stradb	+	2367	2347	4.95	11.42406300467463
chr1	58997116	59095023	protein_coding	C2cd6	-	7753	7	0.00	0.010402411124577748
chr1	59035934	59037900	lncRNA	Gm29018	+	428	0	0.00	0.0
chr1	59070988	59071118	snoRNA	LOC115485774	+	131	0	0.00	0.0
chr1	59100584	59120422	protein_coding	Tmem237	-	2182	4575	10.47	24.15695053872559
chr1	59120935	59163389	protein_coding	Mpp4	-	3087	10	0.02	0.03732236264929024
chr1	59162756	59237231	protein_coding	Als2	-	7038	5080	3.60	8.316109664274844
chr1	59237392	59239022	lncRNA	Gm33667	+	700	6	0.04	0.09875497157002198
chr1	59256861	59352497	protein_coding	Cdk15	+	1989	20	0.05	0.11585131573490094
chr1	59350847	59368398	lncRNA	LOC115487092	-	1584	4	0.01	0.02909447815615126
chr1	59393246	59418927	lncRNA	Gm33724	-	6094	9	0.01	0.01701554318157582
chr1	59455328	59458627	lncRNA	Gm33774	-	2323	0	0.00	0.0
chr1	59482147	59486955	protein_coding	Fzd7	+	4809	6125	6.36	14.674289201028255
chr1	59516264	59636417	protein_coding	Gm973	+	9092	13	0.01	0.01647364425295498
chr1	59532995	59551204	lncRNA	Gm28411	-	1951	7	0.02	0.04133772088613597
chr1	59586398	59596192	lncRNA	Gm39648	-	5029	5	0.00	0.011454974497748955
chr1	59612860	59619912	lncRNA	Gm33833	-	1006	1	0.00	0.011452697166834887
chr1	59639434	59670834	protein_coding	Sumo1	-	1215	16431	67.54	155.80933559765728
chr1	59684961	59711510	protein_coding	Nop58	+	2138	25334	59.18	136.52174265890676
chr1	59691958	59692010	snoRNA	Snord70	+	53	11	1.04	2.391236732984809
chr1	59692509	59692592	snoRNA	LOC115485825	+	84	41	2.44	5.623546992181807
chr1	59704258	59704338	snoRNA	LOC115487683	+	81	17	1.05	2.4180744067556823
chr1	59704808	59704870	snoRNA	Snord11	+	63	15	1.19	2.7431936547228326
chr1	59764279	59878081	protein_coding	Bmpr2	+	11087	14959	6.74	15.54512693246101
chr1	59913006	59985348	protein_coding	Fam117b	+	5534	7198	6.50	14.985748697527791
chr1	59985796	60043481	protein_coding	Ica1l	-	8596	86	0.05	0.115267746403663
chr1	60071361	60098500	protein_coding	Wdr12	-	9014	7603	4.21	9.717917206434693
chr1	60098221	60153953	protein_coding	Carf	+	6036	1566	1.30	2.9891539605439057
chr1	60178740	60338328	protein_coding	Nbeal1	+	18114	8053	2.22	5.122112272619437
chr1	60343300	60388060	protein_coding	Cyp20a1	+	2246	9066	20.16	46.50629271131445
chr1	60405768	60481945	protein_coding	Abi2	+	10694	2266	1.06	2.4413243548464694
chr1	60471180	60567074	protein_coding	Raph1	-	16512	17757	5.37	12.390124567165456
chr1	60591420	60593903	transcribed_pseudogene	Gm11578	-	1503	1	0.00	0.007665611011201529
chr1	60594002	60599470	lncRNA	Gm38388	-	4887	4	0.00	0.00943025442998641
chr1	60596267	60607059	lncRNA	LOC115487093	+	807	2	0.01	0.02855368859934547
chr1	60746388	60773359	protein_coding	Cd28	+	4317	642	0.74	1.7133999005315372
chr1	60778461	60803769	lncRNA	2310016D23Rik	+	688	2	0.01	0.03349248066812761
chr1	60860958	60894365	lncRNA	Gm38137	+	4325	22	0.03	0.058606033224598786
chr1	60887089	60887534	lncRNA	Gm39650	+	337	0	0.00	0.0
chr1	60909025	60915832	protein_coding	Ctla4	+	1933	1	0.00	0.005960379384291722
chr1	60921232	60945017	lncRNA	Gm34649	+	2179	0	0.00	0.0
chr1	60960773	61000322	protein_coding	Icos	+	4302	4	0.00	0.010712611203938537
chr1	61306981	61355557	lncRNA	LOC105243939	+	683	1	0.01	0.016868833601516687
chr1	61378432	61395904	lncRNA	9530026F06Rik	+	892	6	0.03	0.07749829607512936
chr1	61638667	62642284	protein_coding	Pard3b	+	17463	1268	0.36	0.8365774567709968
chr1	61771954	61865220	lncRNA	Pard3bos1	-	14518	23	0.01	0.01825268680577391
chr1	62131109	62136109	lncRNA	Pard3bos2	-	856	7	0.04	0.09421716524398513
chr1	62513381	62526071	lncRNA	Gm34881	-	3383	2	0.00	0.0068113587643132715
chr1	62703317	62818692	protein_coding	Nrp2	+	8122	48632	29.90	68.98662571155126
chr1	62711675	62718187	lncRNA	Gm29083	-	3895	42	0.05	0.12423603612146539
chr1	62790918	62794732	lncRNA	4930487H11Rik	-	895	138	0.77	1.77648608075682
chr1	62821330	62838125	lncRNA	Gm4208	-	1465	5	0.02	0.03932222986292115
chr1	62836858	62841185	lncRNA	Gm35120	+	1669	11	0.03	0.07593501908220184
chr1	62840311	62844365	lncRNA	Gm39652	-	847	0	0.00	0.0
chr1	62906176	62956594	lncRNA	Gm35252	-	1998	2	0.00	0.01153294629613203
chr1	62974790	62981429	lncRNA	Gm38513	-	900	0	0.00	0.0
chr1	63047801	63114267	protein_coding	Ino80d	-	14287	6521	2.28	5.258706268235451
chr1	63114471	63158295	lncRNA	Ino80dos	+	1802	247	0.68	1.5792392327466518
chr1	63143592	63176822	protein_coding	Ndufs1	-	2979	23116	38.75	89.40214534904553
chr1	63176831	63180486	protein_coding	Eef1b2	+	1933	118843	307.06	708.349367167381
chr1	63178677	63178754	snoRNA	LOC115487641	+	78	41	2.63	6.0561275300419455
chr1	63179023	63179135	snoRNA	Snora41	+	113	84	3.71	8.56459045474527
chr1	63182571	63223278	protein_coding	Gpr1	-	2491	8	0.02	0.03700172894367209
chr1	63200358	63314576	protein_coding	Zdbf2	+	13380	21	0.01	0.018082935750863515
chr1	63248014	63253196	lncRNA	1700039I01Rik	-	2597	5	0.01	0.022182158933068727
chr1	63266469	63273256	lncRNA	Gm11608	-	1459	7	0.02	0.05527751435836277
chr1	63300280	63300383	snRNA	LOC115487611	-	104	0	0.00	0.0
chr1	63431305	63436411	lncRNA	Gm35393	-	747	0	0.00	0.0
chr1	63445717	63596111	protein_coding	Adam23	+	6530	16	0.01	0.028230109279842933
chr1	63575488	63575590	snRNA	LOC115487614	-	103	0	0.00	0.0
chr1	63615968	63620821	protein_coding	Gm39653	+	1107	0	0.00	0.0
chr1	63622851	63686927	protein_coding	Dytn	-	2427	3	0.01	0.014241549258140786
chr1	63698827	63730318	protein_coding	Mdh1b	-	1711	17	0.05	0.11447342311350686
chr1	63730599	63753385	protein_coding	Fastkd2	+	3250	3552	5.46	12.592018528805264
chr1	63754909	63769267	protein_coding	4933402D24Rik	-	1756	46	0.13	0.3018137893464985
chr1	63964727	63968999	lncRNA	Gm13749	+	1432	1	0.00	0.008045679713572555
chr1	64029448	64122345	protein_coding	Klf7	-	8188	5198	3.17	7.314155665907058
chr1	64042438	64042501	miRNA	Mir6899	-	64	0	0.00	0.0
chr1	64079331	64101203	lncRNA	Gm13748	+	11055	25	0.01	0.026054756557747395
chr1	64121567	64242198	lncRNA	Gm35880	+	294	0	0.00	0.0
chr1	64246994	64256156	lncRNA	Gm39654	-	545	2	0.02	0.042280415962700546
chr1	64279351	64298537	lncRNA	Gm35803	+	532	0	0.00	0.0
chr1	64516801	64518626	lncRNA	Gm36148	+	856	1	0.01	0.013459595034855018
chr1	64532794	64604548	protein_coding	Creb1	+	8885	9178	5.16	11.90135416148496
chr1	64606473	64620466	protein_coding	Mettl21a	-	6188	4070	3.28	7.577917313159681
chr1	64651422	64654018	lncRNA	Gm29152	+	2041	8	0.02	0.04515987594252189
chr1	64679869	64690659	lncRNA	2810408I11Rik	-	713	1420	9.95	22.9458723096311
chr1	64691041	64725646	protein_coding	Ccnyl1	+	4310	3807	4.41	10.176802928729758
chr1	64730558	64737750	protein_coding	Fzd5	-	6914	1000	0.72	1.6663889716279865
chr1	64789120	64956824	protein_coding	Plekhm3	-	9378	4256	2.27	5.228741225943866
chr1	64886854	64896728	lncRNA	LOC115487095	+	734	0	0.00	0.0
chr1	64954724	64961820	protein_coding	LOC115487094	+	3604	2899	4.02	9.267640760592194
chr1	65001305	65001462	snRNA	LOC115487676	-	158	0	0.00	0.0
chr1	65013078	65032759	protein_coding	Akr1cl	-	1372	1	0.00	0.008397531596090304
chr1	65048555	65051816	protein_coding	Cryge	-	899	0	0.00	0.0
chr1	65061838	65063440	protein_coding	Crygd	-	635	0	0.00	0.0
chr1	65071525	65073532	protein_coding	Crygc	-	629	0	0.00	0.0
chr1	65080222	65082290	protein_coding	Crygb	-	633	0	0.00	0.0
chr1	65100389	65103363	protein_coding	Cryga	-	615	0	0.00	0.0
chr1	65105284	65123351	protein_coding	D630023F18Rik	-	2983	21	0.04	0.08110951402834524
chr1	65112283	65119014	lncRNA	Gm36358	+	647	11	0.08	0.19588183438669995
chr1	65158616	65186479	protein_coding	Idh1	-	2438	11323	23.20	53.509829105903144
chr1	65186640	65278696	protein_coding	Pikfyve	+	11551	6902	2.98	6.8843212657404
chr1	65280282	65389625	protein_coding	Pth2r	+	6727	20	0.01	0.03425423918488449
chr1	65504993	65505135	snoRNA	LOC115487656	-	143	0	0.00	0.0
chr1	65926522	65928311	protein_coding	Crygf	+	629	2	0.02	0.03663406470536057
chr1	66175202	66442583	protein_coding	Map2	+	21915	8507	1.94	4.4724007924733735
chr1	66217512	66230663	lncRNA	LOC115487096	-	12651	11	0.00	0.010017828381012953
chr1	66305889	66306025	snoRNA	LOC115485824	+	137	0	0.00	0.0
chr1	66467915	66699150	protein_coding	Unc80	+	14112	17	0.01	0.013879253610204806
